Name,fa_atr,fa_rep,fa_sol,fa_elec,hbond_bb_sc,hbond_sc,Interface_Energy,Total_BSA,Interface_HB,Total_packstats,Interface_unsat,Total_pose_exposed_SASA,interface_hydrophobic_sasa,interface_polar_sasa,6.6,7.6,8.6,16.6,6.7,7.7,8.7,16.7,6.8,7.8,8.8,16.8,6.9,7.9,8.9,16.9,6.15,7.15,8.15,16.15,6.16,7.16,8.16,16.16,6.17,7.17,8.17,16.17,6.35,7.35,8.35,16.35,6.53,7.53,8.53,16.53,SIDE_flex_ALPHA,SIDE_flex_BETA,SIDE_flex_OTHER,BACK_flex_ALPHA,BACK_flex_BETA,BACK_flex_OTHER,TotalElec,TotalHbond,Hphobe_contact,Pi_Pi,T-stack,Cation-pi,Salt_Bridge,diff_entropy,pienergy,fsp3,polarsurfacearea,vdwsa,Label
ZINC08433221,-26.5898,4.56503,8.30734,-1.99335,0,0,-19.3223,632.891,0,0.55555,4,0.515398,0.736641,0.263359,2310,547,634,24,433,111,116,5,262,63,67,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39.0,9.0,18.0,16.0,8.0,6.0,67183.947964,0.0,28.0,0.0,0.0,0.0,0.0,-8.8,53.92,0.16,104.17,552.43,0
ZINC08433190,-28.476,4.53406,9.47043,-1.47081,0,0,-20.5243,775.098,0,0.568032,4,0.450991,0.700772,0.299228,2611,574,714,22,175,43,48,1,471,114,127,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.0,14.0,9.0,6.0,14.0,2.0,-17938.4189072,0.0,35.0,0.0,0.0,1.0,0.0,-3.6,49.06,0.20,92.78,593.93,0
ZINC00646577,-23.2634,4.69632,7.59289,-2.88931,0,0,-17.4887,594.786,0,0.602931,2,0.512376,0.692279,0.307721,1824,461,468,19,227,62,68,3,39,10,10,0,365,94,96,4,0,0,0,0,64,17,16,1,0,0,0,0,0,0,0,0,0,0,0,0,65.0,0.0,3.0,14.0,0.0,0.0,-92393.531557,0.0,28.0,0.0,0.0,1.0,0.0,-6.6,68.70,0.15,54.88,525.75,0
ZINC08434779,-23.4465,5.56066,4.24431,-1.42636,0,0,-19.2303,566.051,0,0.601911,2,0.526913,0.806026,0.193974,2006,489,490,20,415,106,103,5,96,24,26,1,0,0,0,0,0,0,0,0,196,47,52,2,0,0,0,0,0,0,0,0,0,0,0,0,20.0,0.0,4.0,16.0,0.0,2.0,10069.3104979,0.0,18.0,0.0,0.0,0.0,0.0,-2.6,46.89,0.18,61.69,554.41,0
ZINC08435234,-23.479,16.6749,7.22278,0.160043,0,0,-7.74128,525.374,0,0.56916,1,0.568821,0.708205,0.291795,1614,419,420,16,214,48,56,2,200,53,52,1,0,0,0,0,0,0,0,0,126,27,29,1,0,0,0,0,81,21,24,1,0,0,0,0,34.0,0.0,5.0,19.0,0.0,2.0,-4643.89982624,1.0,12.0,0.0,0.0,1.0,0.0,-4.8,43.59,0.30,59.92,551.75,0
ZINC00328721,-23.3359,3.01502,1.7156,0.222872,0,0,-20.8972,598.101,0,0.60923,0,0.470386,0.786435,0.213565,1581,395,409,15,157,42,40,2,112,26,26,1,0,0,0,0,0,0,0,0,86,22,22,1,0,0,0,0,0,0,0,0,0,0,0,0,27.0,0.0,1.0,17.0,0.0,0.0,-53250.3986629,0.0,24.0,0.0,0.0,0.0,0.0,-4.4,39.00,0.22,41.13,471.67,0
ZINC01019220,-23.91,3.96193,5.66153,0.617734,0,0,-16.5797,592.445,0,0.552509,1,0.517995,0.697709,0.302291,1986,516,542,23,82,22,20,1,425,107,105,5,52,14,17,0,0,0,0,0,66,20,19,1,0,0,0,0,0,0,0,0,0,0,0,0,35.0,0.0,0.0,20.0,0.0,0.0,-98790.2855557,0.0,17.0,0.0,0.0,0.0,0.0,-2.5,61.67,0.08,84.66,583.74,0
ZINC00970719,-25.6001,5.0323,2.38985,-1.80254,0,0,-24.2783,738.375,0,0.581807,1,0.499162,0.729069,0.270931,2340,593,638,24,97,21,24,1,333,89,91,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52.0,0.0,1.0,9.0,0.0,0.0,-132697.955449,0.0,31.0,0.0,0.0,0.0,0.0,-3.0,50.60,0.21,65.07,665.12,0
ZINC00194823,-15.9354,3.7155,4.91182,-4.94526,0,-0.868225,-15.5943,492.958,2,0.54677,0,0.532871,0.758614,0.241386,1619,406,433,19,139,39,39,2,223,55,56,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.0,0.0,0.0,6.0,0.0,0.0,-145134.706248,1.0,11.0,0.0,0.0,0.0,0.0,-4.4,28.38,0.47,68.62,475.46,0
ZINC08437448,-20.4965,4.27298,14.2911,2.98327,0,-0.00147485,-1.37345,536.396,1,0.558966,1,0.494478,0.711904,0.288096,1390,329,357,14,268,72,76,2,434,100,114,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121,29,31,1,0,0,0,0,59.0,0.0,4.0,9.0,0.0,3.0,-53406.2670843,3.0,15.0,0.0,0.0,0.0,0.0,-4.4,50.08,0.20,150.54,422.40,0
