nnscore rfscore_v1 rfscore_v3 rfscore_v2 PLEClinear_p5_l1_s65536 PLECnn_p5_l1_s65536 PLECrf_p5_l1_s65536 vina_affinity Label Name
3.8163481292066463 5.190824980907982 4.709580246753247 5.192323770562771 2.436174853411145 4.986702379167792 5.8876000000000035 -5.383419118417905 1 mini_complex_3O5N_PROTOSS_native_lig.pdb
4.940094678295865 5.281605908868913 5.146455088689086 5.294049397824399 2.1928477025434145 4.4467573717100715 5.294799999999999 -3.9687852622242867 0 mini_complex_ZINC00627177_lig.pdb
5.216985620941422 5.614380064269067 5.396356072261073 5.660339538017535 2.7499297009783934 4.67159379099859 5.569299999999999 -4.968875050701353 0 mini_complex_ZINC00625093_lig.pdb
6.589443533782562 6.507556075147072 6.159864893217895 6.564264487456983 4.679511499988837 5.995450472322455 7.052900000000001 -5.8545068705630685 0 mini_complex_ZINC08438109_lig.pdb
5.218551890379073 6.078120175324674 5.555737595460095 5.748435926573428 3.578761945027123 4.436317834553242 6.435099999999998 -5.150863638324186 0 mini_complex_ZINC00627441_lig.pdb
6.758844757180076 7.211621543845034 6.803069075702071 6.990575695027186 3.903066451259729 5.129262274977197 6.0471 -6.4624164790389536 0 mini_complex_ZINC08438257_lig.pdb
6.191816783421471 6.900827513431009 6.4299324107004105 6.356423566433571 4.0406349864719235 5.055543434980875 6.0527 -5.796590685380974 0 mini_complex_ZINC00645502_lig.pdb
5.670562644788038 6.091009141913645 6.017662245532242 6.121564402541903 3.7286436316386893 4.772782665721119 6.100600000000003 -6.3162515321518296 0 mini_complex_ZINC00666632_lig.pdb
6.06000123775752 5.745815446997453 5.563325120490625 5.791889128760131 3.6433101997630857 5.725702644485525 6.150600000000002 -5.292176294022723 0 mini_complex_ZINC00728019_lig.pdb
5.704879166382374 6.0888896272616275 5.633294770285275 5.908617751026748 4.181817633383043 6.339704867229188 5.6352 -5.195196180197298 0 mini_complex_ZINC05918870_lig.pdb
