nnscore rfscore_v1 rfscore_v3 rfscore_v2 PLEClinear_p5_l1_s65536 PLECnn_p5_l1_s65536 PLECrf_p5_l1_s65536 vina_affinity Label Name
3.6549842956954928 3.551751691197695 3.9733030785880805 3.6172686370296327 0.24526382311937078 3.080358877405649 3.592299999999999 -0.2941699717452276 1 mini_complex_3ZRC_PROTOSS_native_lig.pdb
5.0080178068696135 3.4333141998557033 3.9370819507159522 3.8999778109113077 0.0 2.7599576909760293 3.4873000000000007 -0.2215368702155982 0 mini_complex_ZINC01865711_lig.pdb
6.680889242591863 7.348092268564766 7.288490559357301 7.187661685425677 5.586756259671465 5.63043601093534 5.700699999999999 6.524001245213072 0 mini_complex_ZINC08434760_lig.pdb
7.091354452024935 7.016070922077928 6.7661396389166395 6.824163946830947 6.296070750956306 6.909616215739985 6.2507 -7.244656302204029 0 mini_complex_ZINC02171078_lig.pdb
4.34775224471414 3.5456377192252244 4.010412554057056 3.717687367188367 0.060174966701518756 2.748098991756943 3.7192000000000003 -0.31833768706422055 0 mini_complex_ZINC08437931_lig.pdb
5.8794654221557865 5.652959222111223 5.21015657431458 5.8033814671994595 4.0534813894414015 5.059735864203891 6.004699999999999 -4.84649811699961 0 mini_complex_ZINC00645888_lig.pdb
6.7830113825112175 6.3433033335553315 6.343388756521257 6.676932313297817 5.974650168379304 5.8131353664463505 6.414500000000001 -9.27439806275695 0 mini_complex_ZINC08433166_lig.pdb
6.976547850306247 6.0931841396381365 5.922501614718617 6.396452016594509 3.753876596709831 4.789645817547949 6.0418 -5.916010427657433 0 mini_complex_ZINC08435504_lig.pdb
6.956181285637273 5.987588173770674 6.495185893606387 6.253129573926073 7.288508412449637 6.553523812157799 6.280000000000001 -7.938073330750068 0 mini_complex_ZINC02162107_lig.pdb
6.473479155546539 6.677114327561327 6.569852080808083 6.413333560939067 5.523481134382304 5.873432189561422 6.020699999999998 -6.198946550047812 0 mini_complex_ZINC06144027_lig.pdb
7.003778821048842 7.186397455932946 6.7701657236097255 7.07236375657676 4.295533529414292 5.100356711774716 6.1928 -6.916728618785389 0 mini_complex_ZINC00848995_lig.pdb
7.157440307277808 7.086534439628998 6.925856674436672 7.003196953768447 4.56169982299729 5.364099930305415 6.709199999999998 -7.40863811846016 0 mini_complex_ZINC02163114_lig.pdb
6.416418460579928 5.708394880730379 5.460820987789993 5.671130674103671 4.163767135966908 5.0907232742662 5.555500000000002 -5.902316124375028 0 mini_complex_ZINC00828013_lig.pdb
5.247339522752712 3.881262890886891 3.8882480697635753 3.7405328518703502 0.35426713573626395 2.918458548699686 3.6170000000000004 -1.5620525234221923 0 mini_complex_ZINC00674474_lig.pdb
4.625083637251658 3.5446748202353233 3.8235950250305284 3.713917916749916 -0.03884554073117552 2.718108523090608 3.4873000000000007 -0.3003599829821236 0 mini_complex_ZINC02666666_lig.pdb
6.623361541613266 6.00697061494061 6.067621856476855 5.739219384171385 5.53070625414293 6.667748476331465 6.311100000000002 -7.393536635130437 0 mini_complex_ZINC08438938_lig.pdb
6.430007834766864 7.00018552292152 6.756817786324792 6.775867819624822 6.421339576502256 5.842141797033938 6.211 -9.677424037228223 0 mini_complex_ZINC08435409_lig.pdb
