nnscore rfscore_v1 rfscore_v3 rfscore_v2 PLEClinear_p5_l1_s65536 PLECnn_p5_l1_s65536 PLECrf_p5_l1_s65536 vina_affinity Label Name
5.412011672953029 6.061762002330995 5.418776533411039 5.53878835137085 3.003432623019588 5.798409059322076 6.462699999999999 -4.74942227397594 1 mini_complex_2KP8_PROTOSS_native_lig.pdb
6.459693177642971 7.032478394771895 6.810733717504717 6.716941474835625 3.858546006018851 5.225804146506768 5.736099999999999 -7.237155191695601 0 mini_complex_ZINC08434906_lig.pdb
5.490104935501069 5.756008214161653 5.296820455266955 5.440271410977905 4.067716352561589 5.859652992305035 6.185400000000002 -3.3814317744558426 0 mini_complex_ZINC02973109_lig.pdb
6.510782286287832 5.538028885059381 5.170030005827506 5.339655959984462 3.4353881179049823 4.377923890472096 5.9284 -5.353363018797982 0 mini_complex_ZINC08435190_lig.pdb
5.622692374435992 5.213569332389832 4.8654961751026775 5.098476537379291 2.8105539056482316 4.823045252519963 6.378000000000001 -6.442491059850281 0 mini_complex_ZINC08435034_lig.pdb
6.197226899044242 6.046083396714399 5.50995653063604 5.773801115051608 2.348385721062935 5.456745600042269 6.483800000000002 -5.865891523537298 0 mini_complex_ZINC08437884_lig.pdb
5.978304239681171 6.083243668664669 5.57141945021645 5.908427973803968 3.573508928464651 4.449988446175465 6.094000000000001 -4.038110809266347 0 mini_complex_ZINC02168339_lig.pdb
4.976708367634638 5.076860856754357 4.805463337717836 5.1610528073038076 1.7460818618895046 3.753948296792207 5.873000000000002 -4.982594838413743 0 mini_complex_ZINC00411354_lig.pdb
5.767045798839689 5.614969939615939 5.204896333499836 5.4341338852258865 1.9720955587813784 5.858497465364406 5.7103 -4.26619875889276 0 mini_complex_ZINC00643487_lig.pdb
6.427352495704383 6.555344979311534 6.287694098235104 6.6425708135753165 3.7740387609525117 5.3151229424926125 6.014600000000001 -5.649276100711625 0 mini_complex_ZINC08438185_lig.pdb
6.499138637837805 6.354036494727493 6.1945011616716625 6.03519974492174 3.752973677316704 5.048022591090839 6.231099999999999 -5.730983285621209 0 mini_complex_ZINC00669589_lig.pdb
4.727073116152226 5.357826316738813 4.964859963203466 5.557383066378067 3.7789956142234242 4.859388191946295 4.702100000000001 -3.0919952392434653 0 mini_complex_ZINC08435605_lig.pdb
5.348412484801647 5.6201593607503595 5.225199245754246 5.635141882006881 2.812967249906328 4.778406756555939 5.7762 -4.787325392007719 0 mini_complex_ZINC02483499_lig.pdb
7.099196247184812 5.625074331890332 5.597378640304143 5.839366391497389 1.921168184014283 3.787842810645188 5.9129999999999985 -6.8692392564200375 0 mini_complex_ZINC02063153_lig.pdb
6.23186339039048 5.609115758241754 5.539942847763352 5.6061218737928735 3.7975902814046556 5.565539531220438 5.580900000000002 -5.742613256934872 0 mini_complex_ZINC08435356_lig.pdb
6.286325730481088 5.70062155122655 5.8357543318903335 5.881129459484967 3.922761016762293 5.6694877489951585 5.969600000000001 -6.032111352624373 0 mini_complex_ZINC02171941_lig.pdb
5.901660656590758 6.546034508436007 6.179515531357534 6.135577608835606 2.8840882474008773 5.227755387420018 5.216300000000003 -5.736542997362078 0 mini_complex_ZINC08437964_lig.pdb
4.930815758635132 4.267310286935289 3.855846394605396 4.419990626234876 1.0775665546061042 3.298579904442831 5.1736 -4.22154091378061 0 mini_complex_ZINC00984053_lig.pdb
7.031675163611825 6.151367064824059 6.118042185092682 6.582147498279488 4.003672033799781 5.095309045204487 6.187399999999999 -6.16924043148381 0 mini_complex_ZINC08439647_lig.pdb
5.881801073117535 5.969232543234544 5.730146399822403 6.239843197358199 3.771014943939218 4.79609397230626 6.469299999999999 -5.732950033145777 0 mini_complex_ZINC08434782_lig.pdb
4.528891995656517 5.216933432511927 4.876897654401155 5.357941406426913 2.278410910310282 4.518689395270405 5.932500000000001 -3.2437655860595926 0 mini_complex_ZINC08435579_lig.pdb
6.791788330271307 7.660964158286159 6.810431314407808 7.20211433078033 1.9450758997543556 3.6559261563614873 6.136800000000003 -6.476787533011659 0 mini_complex_ZINC08439400_lig.pdb
5.970508274908532 5.939498072261064 5.448651624597628 5.590995175158178 2.611186193389967 4.7133824872088566 5.8801 -6.180233770520979 0 mini_complex_ZINC02071782_lig.pdb
5.933315754751181 5.9740722407592415 5.331221965201469 5.693303309301809 3.3136908783245875 4.8708511954664475 5.968500000000002 -5.3460394917539045 0 mini_complex_ZINC02184382_lig.pdb
5.955685342138374 6.291391040792534 5.973270775946278 6.59250284543234 4.034770782259737 6.181683631690955 6.432800000000003 -5.591547801350084 0 mini_complex_ZINC00630388_lig.pdb
5.802949025699062 4.183626573870575 4.448028226440221 4.738434692640696 2.9581243846075322 4.9571892418479555 5.4122 -4.463160925987084 0 mini_complex_ZINC08437023_lig.pdb
5.851667659318641 5.518243574980573 5.264447307137315 5.492416410866906 2.922090735264296 4.284945669566742 5.646099999999998 -5.322512329441621 0 mini_complex_ZINC08438819_lig.pdb
6.14150260609067 6.1831574208014155 5.9481124713619735 6.520901276279272 2.651413992553548 4.612237202502492 6.1907 -4.131697029444018 0 mini_complex_ZINC00633902_lig.pdb
5.462349255893407 4.876160533133529 4.733265626151625 4.941861024142524 3.50460804049327 5.0624279875711204 4.464899999999998 -4.423547519879377 0 mini_complex_ZINC08434955_lig.pdb
5.418648194950564 6.227724411144409 5.855402369852378 6.1476252059052054 4.352074785452422 5.26204085430025 6.3584000000000005 -5.990087916576545 0 mini_complex_ZINC00645825_lig.pdb
4.982416278304717 6.327799921411925 6.284213084138083 6.412532685869685 2.2821880253645506 4.146251704630119 4.7235000000000005 -4.497786784938334 0 mini_complex_ZINC00662497_lig.pdb
7.45244783645185 7.371558923964923 6.961900275613275 6.648897850871348 4.079306766370533 5.306006960505986 5.6627 -4.55154921710713 0 mini_complex_ZINC06073489_lig.pdb
