name,rfscorevs,label
5aan_XOC_A_active,5.97330234546,1
5aap_VNY_A_active,6.01022162368,1
5aau_XBR_A_active,5.98732087574,1
5acl_SAS_A_active,6.00685256114,1
5adz_KQS_A_active,5.96735636535,1
5ae1_B2Z_A_active,5.96733567079,1
5ae2_FYC_A_active,5.9736080505,1
5aep_QUP_A_active,6.1067058252,1
5afg_P07_B_active,5.9643337777,1
5ag5_DLR_A_active,5.98163495735,1
5ag6_5PE_A_active,5.95359916,1
5age_M9M_A_active,6.04797549659,1
5al3_TGW_A_active,6.06749584734,1
5alo_A0J_A_active,5.97009506259,1
5alp_QYD_A_active,5.96961974579,1
5alz_XQ9_A_active,5.98893849924,1
5am1_I5T_A_active,6.01149234918,1
5am6_38O_A_active,5.9847407413,1
5ant_RJE_A_active,6.06520515243,1
5anw_9CQ_A_active,6.02669564031,1
5aqv_KC7_A_active,5.96945367582,1
5ayt_L6Y_A_active,5.95904624714,1
5b0x_HCK_A_active,5.99206352614,1
5b5f_6F3_A_active,6.00266980107,1
5b7v_LWJ_A_active,6.02588361679,1
5bnm_4VK_A_active,6.00612057968,1
5bnr_4VL_A_active,5.97323895565,1
5bod_TTJ_A_active,5.97343734802,1
5bqs_4VN_A_active,5.98397907956,1
5bue_4V8_A_active,6.09183590567,1
5c26_50H_A_active,6.01573023397,1
5c7c_4YC_A_active,6.0188766183,1
5c84_4YL_A_active,6.01067718113,1
5c8z_ZGR_A_active,5.99054895836,1
5c91_4YU_A_active,5.97604403075,1
5c9z_4Z2_A_active,6.02244065126,1
5ca1_NZO_B_active,5.97639430967,1
5caq_4ZJ_A_active,6.29935578831,1
5cb4_TIV_B_active,6.00592588422,1
5cbv_4ZP_A_active,5.96007471937,1
5ccr_4ZT_A_active,5.95896638857,1
5ccs_C4Y_X_active,5.97121868883,1
5ce1_50K_A_active,6.07062567447,1
5cep_50E_A_active,5.99313782371,1
5ceq_50F_A_active,6.12170944901,1
5cp5_EB0_A_active,5.95,1
5cpe_EB2_A_active,5.95823545753,1
5cqt_EB3_A_active,5.9518721133,1
5crm_EB5_A_active,5.95160754743,1
5ctp_54R_A_active,6.05321264581,1
5ctx_55G_B_active,5.96042236035,1
5cuq_NSC_A_active,6.01072934387,1
5cxh_55M_A_active,5.95695510731,1
5cxz_55U_A_active,5.99834548954,1
5cy3_55Y_A_active,5.96404503828,1
5d3n_L40_A_active,5.96634089642,1
5dqf_CZE_A_active,5.97019835857,1
5dqf_LCR_A_active,5.98803556219,1
5e73_UO1_A_active,5.95182607142,1
5ec4_5LQ_A_active,5.95755308327,1
5ecx_5N1_A_active,6.05294512074,1
5edi_5M9_A_active,5.97502402888,1
5ehp_5OA_B_active,6.09333862649,1
5ei1_5OR_A_active,6.00913788838,1
5ei6_5OQ_A_active,6.01633707199,1
5ek9_5P4_A_active,5.96730585616,1
1tou_B1V_A_active,5.96342451893,1
1tvo_FRZ_A_active,6.28797652186,1
1u1g_BBB_A_active,5.99594870788,1
1u21_P2C_A_active,5.96062685991,1
1u9v_IHE_A_active,5.96227068863,1
1u9w_IHI_A_active,5.95349794001,1
1um4_SH4_H_active,6.01399309541,1
1unl_RRC_A_active,6.0631203363,1
1uvt_I48_H_active,5.9901474594,1
5eko_N17_A_active,5.9959003343,1
5en3_7LU_A_active,5.93688146008,1
5eol_5QO_A_active,6.00603534449,1
5eu1_5SW_A_active,6.02639056255,1
5ewy_5TQ_A_active,5.97528956806,1
5eyc_5SZ_A_active,6.18417762529,1
5eyr_5T0_A_active,6.02307677207,1
5ezs_E6D_A_active,5.97313879861,1
5f00_5T8_A_active,5.99111423175,1
5f04_5TB_A_active,6.01079114046,1
5f08_5TG_A_active,6.0026296045,1
5f0f_5TD_A_active,6.00736844806,1
5f1h_5U6_A_active,6.0303043219,1
5f1l_5U2_A_active,5.97416771007,1
5f9e_5VS_A_active,6.09823861909,1
5fbi_5WD_A_active,5.95899952552,1
5fbx_5W4_A_active,5.95,1
5fdz_5X0_A_active,5.99650435792,1
5ffy_5XD_A_active,5.95384781748,1
5fg5_5XF_A_active,5.98292104736,1
5fi4_5XV_A_active,5.99104508908,1
5fnr_XMS_A_active,5.97928440438,1
5fqr_QHG_A_active,6.24048777382,1
5fri_ZUQ_A_active,5.98204083958,1
5fyx_FD6_A_active,5.97130107427,1
5g1z_U53_B_active,5.96216812082,1
5g55_3QH_A_active,6.00567770004,1
5ggz_6TN_A_active,5.96552323179,1
5git_XXT_A_active,5.96558563126,1
5gon_6ZR_B_active,5.96042375519,1
5gsa_73K_A_active,6.05084422307,1
5gyz_7BV_A_active,5.95240980392,1
5h14_LQB_A_active,5.97990681636,1
5h15_LQD_A_active,6.00028266353,1
5h19_LQF_A_active,6.06914093354,1
5h21_RMR_A_active,5.98034886008,1
5h2z_7GF_A_active,5.95296359655,1
5h8n_5YD_A_active,5.96075242711,1
5h8q_5YE_B_active,5.99509848123,1
5hkm_61Y_A_active,6.09094691639,1
5hls_62G_A_active,5.96359406043,1
5hnb_62M_A_active,5.98029777673,1
5hze_E62_A_active,5.98177796799,1
5i07_NE8_A_active,6.18115204676,1
5i7y_69G_A_active,5.97479834112,1
5i86_69A_B_active,5.96881694707,1
5i89_69B_A_active,5.98831201767,1
5i8a_69C_A_active,5.98943357415,1
5i8b_69F_A_active,5.96417040448,1
5i8g_69E_A_active,6.05687923145,1
5icj_69Y_A_active,6.06100474716,1
5ick_FEZ_A_active,6.09818537984,1
5ie5_36J_A_active,6.11267366833,1
5ie7_ZHB_A_active,6.04281530691,1
5ih6_AUG_A_active,6.03600744441,1
5ih8_6BJ_A_active,6.00656293249,1
5iha_6BE_A_active,6.00698032672,1
5ikw_6BU_A_active,6.0044025243,1
5ipj_6CD_A_active,6.01721870142,1
5ism_6DG_A_active,6.06218325562,1
5ita_6DC_A_active,5.95712688311,1
5iwg_IWX_A_active,6.0637718969,1
5ix0_6EZ_A_active,6.05902670727,1
5j5f_6GH_A_active,6.02796577031,1
5j5g_6GF_A_active,6.11451477086,1
5jgo_6JX_A_active,6.08680090745,1
5jk3_6L4_A_active,5.96941084913,1
5jms_6LP_A_active,6.01430688043,1
5jn2_6LO_A_active,6.04160825593,1
5jq5_I74_A_active,6.11830079352,1
5jq8_I73_A_active,6.22229188326,1
5jvd_6NL_B_active,5.99927367272,1
5k14_IB1_A_active,6.01352850809,1
5k5n_6QH_A_active,5.96768501848,1
5kcw_OB9_A_active,6.09478252868,1
5kcx_6S3_A_active,6.00615024023,1
5kd6_LBU_B_active,5.9677503359,1
5kdf_6RU_A_active,5.9806412596,1
5ke0_6S9_A_active,6.15439522802,1
5kit_6TA_A_active,6.00856737669,1
5kmj_6UF_A_active,5.95617664678,1
5kmm_6UJ_A_active,6.10447619303,1
5ko1_6UY_A_active,6.02661881507,1
5kqf_6WD_A_active,5.97795167291,1
5kqg_6VX_A_active,6.18733658849,1
5kr8_6WE_A_active,6.00503288868,1
5krf_6WL_A_active,6.01405997528,1
5ktw_6XG_A_active,5.95281309465,1
5kwh_6XT_A_active,6.13967543356,1
5kz0_6YL_A_active,6.04894285149,1
1uy6_PU3_A_active,5.99273227739,1
1uy7_PU4_A_active,5.9900774915,1
1uy8_PU5_A_active,6.00873625698,1
1uyc_PU7_A_active,5.96498957029,1
1uyg_PU2_A_active,5.99590806216,1
1uyh_PU0_A_active,5.98595077625,1
1uyi_PUZ_A_active,5.9738441099,1
1uyk_PUX_A_active,5.97892525232,1
1v2n_BBA_T_active,6.08619537196,1
5l4q_LKB_A_active,6.08593744222,1
5l7e_6Q0_A_active,6.00476275957,1
5l7h_6QG_A_active,6.04218798515,1
5ll4_6YH_A_active,6.36843279609,1
5lle_V51_A_active,6.2707265023,1
5lma_6ZG_A_active,6.00011913981,1
5lmb_6ZF_B_active,6.07608693978,1
5lpj_XDM_A_active,5.95572491252,1
5lqn_72O_A_active,5.98439585558,1
5lr1_72Y_A_active,6.120181041,1
5lyj_7BA_B_active,5.96442202082,1
5lyy_7BJ_A_active,5.96616186581,1
5lz5_7K4_A_active,5.99183512919,1
5lz7_7BK_A_active,5.9748236719,1
5lz9_7BR_A_active,5.98528691294,1
5m3a_7E7_A_active,5.95433606777,1
5m4f_7FC_A_active,6.03961705157,1
5m4h_7FX_A_active,5.95494105161,1
5m51_NU6_A_active,6.03985497069,1
5m55_7GG_A_active,5.99192806714,1
5m8d_UGI_B_active,6.36394203352,1
5m8g_918_B_active,6.26632222224,1
5mmn_O54_A_active,6.00031058251,1
5mmp_G3Z_A_active,6.02330854361,1
5mo5_4IH_A_active,5.99197277778,1
5mo6_KXZ_A_active,5.9704224779,1
5mqy_GH4_A_active,5.96060287871,1
5mrd_S26_A_active,5.9629539152,1
5mt0_QJS_A_active,5.96718106235,1
5mut_HYT_A_active,6.05390694566,1
5mvc_Y9B_A_active,6.11655818328,1
5mwd_TJ3_A_active,5.96911066442,1
5mxv_K3T_A_active,5.96314298223,1
5myg_LS8_A_active,5.98423613222,1
5myl_Q2N_A_active,5.96760481578,1
5myr_UDY_A_active,5.98137353397,1
5mys_YP6_A_active,5.9543894879,1
5myt_ZQC_A_active,5.97132017084,1
5n17_8FK_A_active,5.9592692343,1
5n49_8LW_B_active,5.97394639704,1
5n4s_R38_B_active,5.98838378744,1
5n4t_R59_A_active,5.98515164074,1
5n64_8OH_A_active,6.09940095896,1
5n93_8QE_A_active,6.07031465949,1
5nae_8R8_A_active,5.98997290595,1
5nag_8R5_A_active,5.98125822569,1
5nah_8RB_A_active,5.9922388293,1
5nfz_8WB_B_active,5.96884277502,1
5nhz_8XZ_A_active,6.00435579278,1
5nj0_8YW_A_active,6.08364448124,1
5npk_9JN_b_active,5.9729433885,1
5nrw_96N_A_active,5.95982023829,1
5nu5_99E_A_active,5.95404163751,1
5o0h_9FN_B_active,6.02297033222,1
5op5_3FE_A_active,6.04607296672,1
5opb_A1N_A_active,6.02916208688,1
5opr_A3E_A_active,6.08281870259,1
5opv_A3H_A_active,6.19939203182,1
5or8_JR4_A_active,5.9551798279,1
5or9_JR5_A_active,5.96229205066,1
5orb_JR6_A_active,5.97214162298,1
5pae_7YA_B_active,5.95,1
5pb6_9RV_C_active,6.11398646837,1
5svf_70P_A_active,6.0131894054,1
5sxn_74U_A_active,6.0316821537,1
5sy2_74V_B_active,5.97097282906,1
5t19_73U_A_active,6.22658954783,1
5t1t_76P_A_active,5.98292692722,1
5t2b_74O_A_active,6.04897844042,1
5t4v_N48_A_active,5.95696940424,1
5t8o_76Z_A_active,6.03904708542,1
5tbm_79A_A_active,6.10050026213,1
5thu_B3N_A_active,5.98883814687,1
5ti2_7CJ_A_active,5.96223127648,1
5ti4_7CM_A_active,5.9543712079,1
5ti5_7CN_A_active,5.95020121999,1
5tkd_7GL_A_active,6.03113882671,1
5tlf_7EF_A_active,6.02687632908,1
5tlg_7EG_A_active,6.06593229952,1
5tlv_7ES_A_active,6.34808923757,1
5tly_7ER_A_active,6.06581018385,1
5tm1_7EQ_A_active,6.17883344311,1
5toe_7GK_A_active,6.01631396531,1
5tq5_7GX_A_active,5.99966983295,1
5tq6_7GV_A_active,6.12129244391,1
5tr6_7KG_A_active,6.10951011736,1
5tt7_7KF_A_active,6.11140961488,1
5ttf_7KZ_A_active,5.96305204112,1
5tuz_7L6_A_active,5.98278649641,1
5tvh_7KO_A_active,6.04263979084,1
1v4s_MRK_A_active,6.0578779185,1
1vcj_IBA_A_active,5.98617545965,1
1vru_AAP_A_active,5.98177217301,1
1w3y_PVC_A_active,5.96281503694,1
1xgi_NST_B_active,5.79994734754,1
1xka_4PP_C_active,6.58957736691,1
1xnn_HYQ_A_active,6.17428645418,1
1xuc_PB3_A_active,5.98510040401,1
1y5w_NEZ_A_active,6.18226308192,1
5tvj_7LF_A_active,6.04012190208,1
5u2e_837_A_active,5.95917086235,1
5u2m_7T7_A_active,6.13931537702,1
5u2n_7TA_A_active,6.09712524659,1
5u5h_7VV_A_active,6.00923520158,1
5u6i_81Y_A_active,6.07856709344,1
5uab_84M_A_active,6.04948292865,1
5ues_87S_A_active,5.95572598653,1
5uez_89G_A_active,5.98870039443,1
5uis_8C1_A_active,5.96947455204,1
5ukf_8E1_A_active,5.99738407255,1
5ula_5MJ_A_active,5.95147554791,1
5uo8_8EV_A_active,5.96438388038,1
5uo9_8J4_A_active,5.98629239997,1
5uoc_8FD_A_active,5.99278355095,1
5uox_8GY_A_active,6.046914742,1
5uqx_8JP_A_active,5.9870722211,1
5uu1_7DZ_A_active,6.04268266988,1
5uvs_8O1_A_active,5.96427712761,1
5uvu_8O4_A_active,5.99972276095,1
5uvv_8NS_A_active,5.98975639423,1
5uzs_8L4_A_active,5.98510694633,1
5v24_8V7_A_active,6.04184395318,1
5v3y_5V8_A_active,5.95676017787,1
5v40_JS1_A_active,6.02593144387,1
5v41_J24_A_active,5.96422215702,1
5v42_I66_A_active,6.01718275126,1
5v5n_EDH_A_active,5.99887352541,1
5vad_91Y_A_active,5.9570682379,1
5vbe_92V_A_active,5.96387461009,1
5vro_A7S_A_active,5.97271672534,1
5vsc_9HJ_A_active,5.96260701803,1
5vvc_9OJ_A_active,5.98391109868,1
5vvd_9OG_A_active,5.98393224799,1
5w0c_9W6_A_active,5.98929069155,1
5w4w_9WG_A_active,6.00130266593,1
5w80_9XJ_A_active,6.11688502591,1
5w8r_9XV_A_active,6.08411428521,1
5w91_9XP_A_active,6.07362369257,1
5wal_9ZS_A_active,6.1294627479,1
5wbq_A3J_B_active,5.96247177941,1
5wfj_9Z4_A_active,6.01030592652,1
5wm1_BAP_T_active,6.03977122578,1
5wuu_7UU_A_active,5.95956782118,1
5x2s_PEM_I_active,5.99618454782,1
5xzb_A9Y_A_active,5.97460485533,1
5xze_AE7_A_active,5.95950969682,1
5y3n_8MF_A_active,6.00617595678,1
5y5n_8NO_A_active,5.99354040061,1
6ayw_C2V_A_active,5.99066557226,1
6b4l_CJY_A_active,6.07784326418,1
6eix_A3F_A_active,5.96830597793,1
7gch_LPF_G_active,5.95,1
1y5x_E89_A_active,6.15727061731,1
1y8y_CT7_A_active,5.99205942817,1
1y9r_1CA_A_active,6.354546882,1
1yk7_NBL_A_active,5.95362493398,1
1yrs_L47_A_active,5.98394361423,1
1zaf_789_A_active,6.00225822336,1
1zgj_P1S_A_active,6.10722033215,1
1zly_DQB_A_active,6.01684386014,1
1zwp_NIM_A_active,6.00032253254,1
1zyj_BI5_A_active,5.99396482518,1
25c8_GEP_L_active,6.00042895046,1
2a0c_CK9_X_active,6.12286753345,1
2a3i_C0R_A_active,6.30854347678,1
2ajl_JNH_I_active,5.98846218109,1
2ajx_TGN_L_active,6.0221995756,1
2amb_17H_A_active,6.59129746677,1
2ati_IHU_A_active,5.97655215602,1
2aux_CT1_A_active,5.97925597815,1
2ax9_BHM_A_active,5.95,1
2b7a_IZA_A_active,6.0970882325,1
2bal_PQA_A_active,6.12512802853,1
2bgd_T1D_A_active,6.17341916121,1
2bhe_BRY_A_active,5.95470205999,1
2bpm_529_A_active,5.99946810583,1
2br1_PFP_A_active,5.97861477496,1
2brb_PFQ_A_active,6.00458038309,1
2brc_CT5_A_active,5.9695564689,1
2bre_KJ2_A_active,5.99747094647,1
2brg_DFY_A_active,5.98931617605,1
2brh_DFW_A_active,5.96301115726,1
2brm_DFZ_A_active,6.03485189577,1
2bro_DF2_A_active,6.02671088,1
2bsm_BSM_A_active,5.99852651949,1
2bu2_TF1_A_active,5.97069315279,1
2bu7_TF3_A_active,5.96801155387,1
2byh_2D7_A_active,5.96350666329,1
2c1p_FNZ_B_active,5.98117299969,1
2c3i_IYZ_B_active,5.9766711077,1
2c5y_MTW_A_active,6.22385768864,1
2c68_CT6_A_active,6.0615334635,1
2c69_CT8_A_active,6.09232984911,1
2c6k_DT2_A_active,6.05770913132,1
2c6m_DT5_A_active,6.18209181057,1
2c8y_C3M_B_active,5.9767571486,1
2c93_C4M_B_active,5.95358073967,1
1a28_STR_A_active,7.36863253012,1
1a54_MDC_A_active,5.99227455914,1
1a6v_NPC_H_active,6.00934196743,1
1a6w_NIP_H_active,6.05722726952,1
1a9u_SB2_A_active,5.98124641413,1
1afe_ALZ_H_active,6.04576226101,1
1aim_ZYA_A_active,5.96427641301,1
1aj7_NPE_H_active,6.02114670665,1
1az8_IN4_A_active,6.19929436243,1
1bgq_RDC_A_active,6.00826771825,1
2cdz_23D_A_active,6.06546699095,1
2cgf_P2N_A_active,6.0100550688,1
2cgr_GAS_H_active,6.13470537735,1
2chx_090_A_active,5.99736606128,1
2cjf_RP4_A_active,6.28694231358,1
2dcb_76V_A_active,5.96951702341,1
2e9u_A25_A_active,6.02046073918,1
2ek9_BES_A_active,5.96531008374,1
2etm_7PY_A_active,6.02151199791,1
2f7d_NOQ_A_active,5.97355531496,1
2f7e_2EA_E_active,6.08865600599,1
2f7x_4EA_E_active,6.05063675643,1
2fl2_N4T_A_active,6.47442301451,1
2fl6_N5T_A_active,6.36920328007,1
2flb_6NH_H_active,5.99904736201,1
2flr_7NH_H_active,6.21349898445,1
2fme_3QC_A_active,6.01405938305,1
2fyu_FDN_C_active,5.96197627669,1
2fzh_DH1_A_active,6.0113670147,1
2fzi_DH3_A_active,6.16943003879,1
2g21_L1B_A_active,6.16723053454,1
2g24_7IG_A_active,6.14700434379,1
2g5t_ACF_A_active,5.96799641348,1
2gfk_VII_A_active,5.95680762867,1
2gfs_PQB_A_active,5.99129608608,1
2gj4_2TH_A_active,5.96081395137,1
2gm9_3TH_A_active,5.98208034592,1
2gss_EAA_A_active,5.9577773401,1
2h4g_694_A_active,6.10328722753,1
2h4k_509_A_active,6.17581625908,1
2h8p_B3H_D_active,5.95930687042,1
2hha_3TP_A_active,5.95523425283,1
2hwh_RNA_A_active,5.98347871047,1
2hwp_DJK_A_active,6.00576634442,1
2hxl_422_A_active,6.07338980196,1
2hxm_302_A_active,5.9792832658,1
2hxq_373_A_active,6.05409588085,1
2hxz_H7J_A_active,6.05539083705,1
2ihq_LG7_A_active,6.09453199123,1
2ijn_221_A_active,5.97295045528,1
2ikj_393_A_active,6.21630918879,1
2in6_839_A_active,5.98794327336,1
2iwx_M1S_A_active,5.99336650041,1
2izu_P01_A_active,6.13600397773,1
2jav_5Z5_A_active,5.98741932499,1
2jc6_QPP_A_active,5.99226285646,1
